id_incident,date,description,priorité
INC00000121,2022-04-12,Le service informatique rencontrent une situation de bug visuel sur le logiciel I-CASH.,Faible
INC00000122,2021-01-20,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel AUTOSYS.,Faible
INC00000123,2021-07-01,Plusieurs agences rencontrent une situation de intrusion sur le logiciel SBS.,Élevée
INC00000124,2022-11-01,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Élevée
INC00000125,2024-04-30,Une agence régionale rencontrent une situation de bug visuel sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000126,2024-06-07,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI.,Faible
INC00000127,2023-12-03,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Faible
INC00000128,2021-06-27,Le siège rencontrent une situation de perte de données sur le logiciel SBS.,Critique
INC00000129,2023-11-14,Plusieurs agences rencontrent une situation de attaque sur le logiciel ERP-Paris.,Élevée
INC00000130,2022-02-07,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel I-CASH.,Critique
INC00000131,2023-03-05,Le siège rencontrent une situation de crash complet sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Critique
INC00000132,2021-10-07,Le service informatique rencontrent une situation de erreur mineure sur le logiciel RAPT.,Faible
INC00000133,2020-10-21,Un seul utilisateur rencontrent une situation de latence sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Très faible
INC00000134,2020-08-24,Plusieurs agences rencontrent une situation de crash complet sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000135,2024-07-12,Une agence régionale rencontrent une situation de bug visuel sur le logiciel DBS.,Faible
INC00000136,2020-10-17,Plusieurs agences rencontrent une situation de latence sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000137,2023-01-26,Une agence régionale rencontrent une situation de bug visuel sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000138,2020-11-10,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000139,2024-09-30,Plusieurs agences rencontrent une situation de latence sur le logiciel SBS.,Moyenne
INC00000140,2023-11-26,Une agence régionale rencontrent une situation de bug visuel sur le logiciel I-CASH.,Faible
INC00000141,2024-11-25,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel SERVICENOW.,Moyenne
INC00000142,2021-07-24,Tous les utilisateurs rencontrent une situation de latence sur le logiciel E-BANKING.,Moyenne
INC00000143,2022-01-29,Plusieurs agences rencontrent une situation de latence sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000144,2022-10-29,Le service informatique rencontrent une situation de bug visuel sur le logiciel CRM-X.,Faible
INC00000145,2020-02-11,Plusieurs agences rencontrent une situation de attaque sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Critique
INC00000146,2023-03-25,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000147,2024-09-19,Une agence régionale rencontrent une situation de panne critique sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000148,2022-05-14,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000149,2021-02-04,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel MOBIAPP.,Très faible
INC00000150,2024-11-25,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
INC00000151,2022-07-03,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000152,2023-02-24,Le siège rencontrent une situation de crash complet sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Élevée
INC00000153,2023-02-27,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000154,2021-09-16,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000155,2023-06-04,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI.,Faible
INC00000156,2020-08-11,Plusieurs agences rencontrent une situation de attaque sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Critique
INC00000157,2020-09-27,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000158,2023-02-23,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel ERM-X.,Très faible
INC00000159,2023-05-23,Le siège rencontrent une situation de intrusion sur le logiciel SBS.,Critique
INC00000160,2023-07-03,Plusieurs agences rencontrent une situation de attaque sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000161,2022-03-06,Plusieurs agences rencontrent une situation de perte de données sur le logiciel NOVAFLOW.,Élevée
INC00000162,2024-06-18,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel GPI.,Moyenne
INC00000163,2024-07-07,Une agence régionale rencontrent une situation de panne critique sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Moyenne
INC00000164,2023-05-28,Une agence régionale rencontrent une situation de latence sur le logiciel I-CASH.,Faible
INC00000165,2021-06-06,Une agence régionale rencontrent une situation de panne critique sur le logiciel CRM-X.,Moyenne
INC00000166,2022-05-18,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Faible
INC00000167,2023-05-23,Une agence régionale rencontrent une situation de bug visuel sur le logiciel ERM-X.,Faible
INC00000168,2022-01-06,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SERVICENOW.,Très faible
INC00000169,2022-12-16,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000170,2023-08-30,Plusieurs agences rencontrent une situation de perte de données sur le logiciel CLICKER.,Critique
INC00000171,2022-10-08,Plusieurs agences rencontrent une situation de crash complet sur le logiciel SERVICENOW.,Critique
INC00000172,2020-08-25,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Critique
INC00000173,2023-09-17,Le service informatique rencontrent une situation de panne critique sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Moyenne
INC00000174,2022-08-15,Une agence régionale rencontrent une situation de bug visuel sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
INC00000175,2020-02-26,Le service informatique rencontrent une situation de bug visuel sur le logiciel CLICKER.,Faible
INC00000176,2020-07-11,Plusieurs agences rencontrent une situation de crash complet sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000177,2022-05-24,Le siège rencontrent une situation de latence sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Moyenne
INC00000178,2022-06-12,Le service informatique rencontrent une situation de latence sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Très faible
INC00000179,2024-05-21,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel CRM-X.,Moyenne
INC00000180,2024-09-18,Le siège rencontrent une situation de bug visuel sur le logiciel ERP-Paris.,Moyenne
INC00000181,2021-09-27,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Très faible
INC00000182,2021-04-18,Une agence régionale rencontrent une situation de latence sur le logiciel CFT.,Faible
INC00000183,2024-05-24,Le service informatique rencontrent une situation de panne critique sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000184,2020-03-08,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel NOVAFLOW.,Moyenne
INC00000185,2021-02-12,Le service informatique rencontrent une situation de panne critique sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Moyenne
INC00000186,2020-08-07,Le siège rencontrent une situation de intrusion sur le logiciel DBS.,Élevée
INC00000187,2024-01-20,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Faible
INC00000188,2021-03-29,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel SERVICENOW.,Moyenne
INC00000189,2022-03-24,Le siège rencontrent une situation de perte de données sur le logiciel SBS.,Critique
INC00000190,2023-06-14,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000191,2020-02-23,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI.,Faible
INC00000192,2022-01-27,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Faible
INC00000193,2021-10-12,Le service informatique rencontrent une situation de bug visuel sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000194,2023-01-14,Le siège rencontrent une situation de intrusion sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Élevée
INC00000195,2020-04-02,Plusieurs agences rencontrent une situation de attaque sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Critique
INC00000196,2023-12-28,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel SERVICENOW.,Faible
INC00000197,2024-05-17,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel AUTOSYS.,Faible
INC00000198,2022-05-22,Tous les utilisateurs rencontrent une situation de latence sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Moyenne
INC00000199,2022-09-22,Une agence régionale rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000200,2024-11-29,Tous les utilisateurs rencontrent une situation de latence sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000201,2021-04-12,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SERVICENOW.,Faible
INC00000202,2024-08-23,Le siège rencontrent une situation de crash complet sur le logiciel ERP-Paris.,Critique
INC00000203,2022-08-29,Le siège rencontrent une situation de bug visuel sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000204,2022-12-01,Le siège rencontrent une situation de attaque sur le logiciel RAPT.,Critique
INC00000205,2024-04-28,Une agence régionale rencontrent une situation de latence sur le logiciel I-CASH.,Faible
INC00000206,2023-11-10,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel RAPT.,Moyenne
INC00000207,2020-12-27,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Élevée
INC00000208,2021-01-26,Le service informatique rencontrent une situation de erreur mineure sur le logiciel I-CASH.,Faible
INC00000209,2024-07-09,Le siège rencontrent une situation de attaque sur le logiciel SAB.,Élevée
INC00000210,2023-09-16,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000211,2024-05-16,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Critique
INC00000212,2024-12-03,Le siège rencontrent une situation de bug visuel sur le logiciel SBS.,Moyenne
INC00000213,2020-05-14,Le service informatique rencontrent une situation de panne critique sur le logiciel SAB.,Moyenne
INC00000214,2024-02-29,Une agence régionale rencontrent une situation de latence sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000215,2020-07-01,Le siège rencontrent une situation de indisponibilité totale sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Critique
INC00000216,2021-06-23,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel SAB.,Élevée
INC00000217,2022-03-31,Plusieurs agences rencontrent une situation de perte de données sur le logiciel DBS.,Élevée
INC00000218,2023-12-19,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000219,2024-12-09,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000220,2024-10-10,Le siège rencontrent une situation de panne critique sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000221,2021-11-11,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000222,2022-06-01,Le siège rencontrent une situation de latence sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000223,2024-09-23,Le service informatique rencontrent une situation de latence sur le logiciel SAB.,Très faible
INC00000224,2024-06-18,Le siège rencontrent une situation de perte de données sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000225,2022-05-16,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel RAPT.,Faible
INC00000226,2024-02-26,Une agence régionale rencontrent une situation de bug visuel sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Faible
INC00000227,2021-06-10,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel CLICKER.,Faible
